Index,Formula,Decomposition Energy,Band Gap,K,Rb,Cs,MA,FA,Ca,Sr,Ba,Ge,Sn,Pb,Cl,Br,I,A_ion_rad,A_BP,A_MP,A_dens,A_at_wt,A_EA,A_IE,A_hof,A_hov,A_En,A_at_num,A_period,B_ion_rad,B_BP,B_MP,B_dens,B_at_wt,B_EA,B_IE,B_hof,B_hov,B_En,B_at_num,B_period,X_ion_rad,X_BP,X_MP,X_dens,X_at_wt,X_EA,X_IE,X_hof,X_hov,X_En,X_at_num,X_period
134,Rb1Pb1Br3,0.055219217,1.7525,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1.61,961,312.63,1.532,85.4678,46.89,403,2.34,69.2,0.82,37,5,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,1.96,331.85,265.95,3.12,79.904,324.6,1139.9,5.286,14.725,2.96,35,4
135,FA1Ge0.5Pb0.5Br3,-0.10224101,2.0213,0,0,0,0,1,0,0,0,0.5,0,0.5,0,1,0,2.53,319,354,1.1,45.1,8.6,849,6.5,29,2.57,91,8,0.86,2565,906.075,8.335,139.905,115,738.8,18.285,256.1,2.17,57,5,1.96,331.85,265.95,3.12,79.904,324.6,1139.9,5.286,14.725,2.96,35,4
136,Rb0.38Cs0.62Ge1Br3,-0.238869924,0.7195,0,0.375,0.625,0,0,0,0,0,1,0,0,0,1,0,1.69125,950.375,305.69875,1.74325,115.1163,46.015,385.9375,2.185,68.2875,0.80125,48.25,5.625,0.53,3107,1211.5,5.32,72.61,120,762.1,31.8,334.3,2.01,32,4,1.96,331.85,265.95,3.12,79.904,324.6,1139.9,5.286,14.725,2.96,35,4
137,K1Pb1Cl1.88Br1.12,0.260423063,1.8856,1,0,0,0,0,0,0,0,0,0,1,0.625,0.375,0,1.51,1033,336.8,0.86,39.0983,48.36,418.8,2.33,76.9,0.82,19,4,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,1.86625,273.93125,207.3375,3.17875,52.1219375,339.725,1209.4,3.9885,11.896875,3.085,23.75,3.375
138,K1Ge1Br1.12I1.88,0.246748013,0.4451,1,0,0,0,0,0,0,0,1,0,0,0,0.375,0.625,1.51,1033,336.8,0.86,39.0983,48.36,418.8,2.33,76.9,0.82,19,4,0.53,3107,1211.5,5.32,72.61,120,762.1,31.8,334.3,2.01,32,4,2.11,410.38125,341.41875,4.25125,109.2793125,306.2875,1057.7125,6.83225,18.584375,2.7725,46.25,4.625
139,MA1Ca0.5Pb0.5Cl3,-0.150360409,4.3326,0,0,0,1,0,0.5,0,0,0,0,0.5,1,0,0,2.17,267,181,0.7,32.1,8.68,926,6.13,23.9,2.55,73,7,1.095,1890,856.325,6.45,123.639,-23,652.65,6.65,166.285,1.665,51,5,1.81,239.18,172.17,3.214,35.4527,348.8,1251.1,3.21,10.2,3.16,17,3
140,K1Ge1Br2.62I0.38,0.092700287,0.5409,1,0,0,0,0,0,0,0,1,0,0,0,0.875,0.125,1.51,1033,336.8,0.86,39.0983,48.36,418.8,2.33,76.9,0.82,19,4,0.53,3107,1211.5,5.32,72.61,120,762.1,31.8,334.3,2.01,32,4,1.99,347.55625,281.04375,3.34625,85.7790625,320.9375,1123.4625,5.59525,15.496875,2.9225,37.25,4.125
141,MA0.12FA0.88Sn1Cl3,-0.31114388,2.6637,0,0,0,0.125,0.875,0,0,0,0,1,0,1,0,0,2.485,312.5,332.375,1.05,43.475,8.61,858.625,6.45375,28.3625,2.5675,88.75,7.875,0.71,2876,505.12,7.31,118.71,121,708.6,7.2,290.37,1.96,50,5,1.81,239.18,172.17,3.214,35.4527,348.8,1251.1,3.21,10.2,3.16,17,3
142,Rb0.25Cs0.12MA0.62Ca1Br3,-0.108752509,4.2844,0,0.25,0.125,0.625,0,1,0,0,0,0,0,0,1,0,1.97625,525.125,228.975,1.05425,58.042625,22.83375,726.4625,4.67775,40.705,1.8975,61.75,6.375,1,1757,1112,1.55,40.078,-156,589.8,8.53,154.67,1,20,4,1.96,331.85,265.95,3.12,79.904,324.6,1139.9,5.286,14.725,2.96,35,4
143,Rb1Ba1Cl3,0.631076061,4.3355,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1.61,961,312.63,1.532,85.4678,46.89,403,2.34,69.2,0.82,37,5,1.42,2078,1002,3.59,137.33,-52,502.9,8.01,140.2,0.89,56,6,1.81,239.18,172.17,3.214,35.4527,348.8,1251.1,3.21,10.2,3.16,17,3
144,K1Ca0.12Sr0.25Ba0.12Ge0.5Br3,0.333736778,3.0429,1,0,0,0,0,0.125,0.25,0.125,0.5,0,0,0,1,0,1.51,1033,336.8,0.86,39.0983,48.36,418.8,2.33,76.9,0.82,19,4,0.8825,2446.625,1130.5,3.9375,80.386,-8,655.0125,20.0175,238.23375,1.47875,35,4.5,1.96,331.85,265.95,3.12,79.904,324.6,1139.9,5.286,14.725,2.96,35,4
145,K0.38Rb0.25FA0.38Ge1I3,0.084174474,1.4254,0.375,0.25,0,0,0.375,0,0,0,1,0,0,0,0,1,1.9175,747.25,337.2075,1.118,52.9413125,33.0825,576.175,3.89625,57.0125,1.47625,50.5,5.75,0.53,3107,1211.5,5.32,72.61,120,762.1,31.8,334.3,2.01,32,4,2.2,457.5,386.7,4.93,126.9045,295.3,1008.4,7.76,20.9,2.66,53,5
146,K1Ba0.88Ge0.12Cl3,0.838652289,3.696,1,0,0,0,0,0,0,0.875,0.125,0,0,1,0,0,1.51,1033,336.8,0.86,39.0983,48.36,418.8,2.33,76.9,0.82,19,4,1.30875,2206.625,1028.1875,3.80625,129.24,-30.5,535.3,10.98375,164.4625,1.03,53,5.75,1.81,239.18,172.17,3.214,35.4527,348.8,1251.1,3.21,10.2,3.16,17,3
147,Rb1Pb1Br1.5I1.5,0.187475173,1.5266,0,1,0,0,0,0,0,0,0,0,1,0,0.5,0.5,1.61,961,312.63,1.532,85.4678,46.89,403,2.34,69.2,0.82,37,5,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,2.08,394.675,326.325,4.025,103.40425,309.95,1074.15,6.523,17.8125,2.81,44,4.5
148,Cs1Sn1Cl2.25I0.75,-0.276898963,1.6864,0,0,1,0,0,0,0,0,0,1,0,0.75,0,0.25,1.74,944,301.54,1.87,132.9054,45.49,375.7,2.092,67.74,0.79,55,6,0.71,2876,505.12,7.31,118.71,121,708.6,7.2,290.37,1.96,50,5,1.9075,293.76,225.8025,3.643,58.31565,335.425,1190.425,4.3475,12.875,3.035,26,3.5
149,Rb1Ba1Cl2.62I0.38,0.646044606,3.7891,0,1,0,0,0,0,0,1,0,0,0,0.875,0,0.125,1.61,961,312.63,1.532,85.4678,46.89,403,2.34,69.2,0.82,37,5,1.42,2078,1002,3.59,137.33,-52,502.9,8.01,140.2,0.89,56,6,1.85875,266.47,198.98625,3.4285,46.884175,342.1125,1220.7625,3.77875,11.5375,3.0975,21.5,3.25
150,K0.12Rb0.38Cs0.5Ba1Cl3,0.497000605,4.4265,0.125,0.375,0.5,0,0,0,0,1,0,0,0,1,0,0,1.6625,961.5,310.10625,1.617,103.3904125,46.37375,391.325,2.21475,69.4325,0.805,43.75,5.375,1.42,2078,1002,3.59,137.33,-52,502.9,8.01,140.2,0.89,56,6,1.81,239.18,172.17,3.214,35.4527,348.8,1251.1,3.21,10.2,3.16,17,3
151,K0.38Rb0.25Cs0.38Sn1Br3,-0.085294307,0.5835,0.375,0.25,0.375,0,0,0,0,0,0,1,0,0,1,0,1.62125,981.625,317.535,1.40675,85.8683375,46.91625,398.6875,2.24325,71.54,0.80875,37,5,0.71,2876,505.12,7.31,118.71,121,708.6,7.2,290.37,1.96,50,5,1.96,331.85,265.95,3.12,79.904,324.6,1139.9,5.286,14.725,2.96,35,4
152,Cs1Ca0.38Sr0.38Ba0.25Cl3,-0.060673047,4.9519,0,0,1,0,0,0.375,0.375,0.25,0,0,0,1,0,0,1.74,944,301.54,1.87,132.9054,45.49,375.7,2.092,67.74,0.79,55,6,1.2025,1799,1058.25,2.43125,82.21925,-134.5,552.9625,8.27625,144.38875,0.95375,35.75,4.875,1.81,239.18,172.17,3.214,35.4527,348.8,1251.1,3.21,10.2,3.16,17,3
153,Cs1Ba1Br3,0.271453924,3.9969,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1.74,944,301.54,1.87,132.9054,45.49,375.7,2.092,67.74,0.79,55,6,1.42,2078,1002,3.59,137.33,-52,502.9,8.01,140.2,0.89,56,6,1.96,331.85,265.95,3.12,79.904,324.6,1139.9,5.286,14.725,2.96,35,4
154,Rb1Ca0.12Sr0.5Pb0.38Br3,0.124316047,3.8035,0,1,0,0,0,0.125,0.5,0,0,0,0.375,0,1,0,1.61,961,312.63,1.532,85.4678,46.89,403,2.34,69.2,0.82,37,5,1.20125,1805.75,885.24375,5.72,126.51975,-62.25,616.7875,6.955,154.49625,1.47375,52.25,5.25,1.96,331.85,265.95,3.12,79.904,324.6,1139.9,5.286,14.725,2.96,35,4
155,Rb1Sn1Cl1.88Br1.12,-0.091887485,0.7071,0,1,0,0,0,0,0,0,0,1,0,0.625,0.375,0,1.61,961,312.63,1.532,85.4678,46.89,403,2.34,69.2,0.82,37,5,0.71,2876,505.12,7.31,118.71,121,708.6,7.2,290.37,1.96,50,5,1.86625,273.93125,207.3375,3.17875,52.1219375,339.725,1209.4,3.9885,11.896875,3.085,23.75,3.375
156,MA1Ba0.75Pb0.25I3,0.082191115,2.7245,0,0,0,1,0,0,0,0.75,0,0,0.25,0,0,1,2.17,267,181,0.7,32.1,8.68,926,6.13,23.9,2.55,73,7,1.3625,2064.25,901.6625,5.53,154.7975,-11.5,556.05,7.2,149.625,1.25,62.5,6,2.2,457.5,386.7,4.93,126.9045,295.3,1008.4,7.76,20.9,2.66,53,5
157,Rb1Ca0.12Sr0.88I3,0.251167432,3.3055,0,1,0,0,0,0.125,0.875,0,0,0,0,0,0,1,1.61,961,312.63,1.532,85.4678,46.89,403,2.34,69.2,0.82,37,5,1.2275,1667.75,1050.75,2.41625,81.67725,-166.5,554.5375,8.24125,139.12125,0.95625,35.75,4.875,2.2,457.5,386.7,4.93,126.9045,295.3,1008.4,7.76,20.9,2.66,53,5
158,FA1Ba0.62Pb0.38I3,0.056541058,2.4965,0,0,0,0,1,0,0,0.625,0,0,0.375,0,0,1,2.53,319,354,1.1,45.1,8.6,849,6.5,29,2.57,91,8,1.33375,2057.375,851.49375,6.5,163.53125,8.75,582.625,6.795,154.3375,1.43,65.75,6,2.2,457.5,386.7,4.93,126.9045,295.3,1008.4,7.76,20.9,2.66,53,5
159,FA1Sr1Cl1.5I1.5,0.019695089,3.591,0,0,0,0,1,0,1,0,0,0,0,0.5,0,0.5,2.53,319,354,1.1,45.1,8.6,849,6.5,29,2.57,91,8,1.26,1655,1042,2.54,87.62,-168,549.5,8.2,136.9,0.95,38,5,2.005,348.34,279.435,4.072,81.1786,322.05,1129.75,5.485,15.55,2.91,35,4
160,Cs1Sr0.12Ba0.88Br3,0.233548775,3.9762,0,0,1,0,0,0,0.125,0.875,0,0,0,0,1,0,1.74,944,301.54,1.87,132.9054,45.49,375.7,2.092,67.74,0.79,55,6,1.4,2025.125,1007,3.45875,131.11625,-66.5,508.725,8.03375,139.7875,0.8975,53.75,5.875,1.96,331.85,265.95,3.12,79.904,324.6,1139.9,5.286,14.725,2.96,35,4
161,MA1Ca0.12Sn0.88I3,-0.117572348,0.9929,0,0,0,1,0,0.125,0,0,0,0.875,0,0,0,1,2.17,267,181,0.7,32.1,8.68,926,6.13,23.9,2.55,73,7,0.74625,2736.125,580.98,6.59,108.881,86.375,693.75,7.36625,273.4075,1.84,46.25,4.875,2.2,457.5,386.7,4.93,126.9045,295.3,1008.4,7.76,20.9,2.66,53,5
162,K0.38Rb0.38Cs0.25Ge1Br3,-0.126635573,0.6611,0.375,0.375,0.25,0,0,0,0,0,1,0,0,0,1,0,1.605,983.75,318.92125,1.3645,79.9386375,47.09125,402.1,2.27425,71.7225,0.8125,34.75,4.875,0.53,3107,1211.5,5.32,72.61,120,762.1,31.8,334.3,2.01,32,4,1.96,331.85,265.95,3.12,79.904,324.6,1139.9,5.286,14.725,2.96,35,4
163,MA1Sr1Cl1.88Br1.12,-0.013542555,4.7317,0,0,0,1,0,0,1,0,0,0,0,0.625,0.375,0,2.17,267,181,0.7,32.1,8.68,926,6.13,23.9,2.55,73,7,1.26,1655,1042,2.54,87.62,-168,549.5,8.2,136.9,0.95,38,5,1.86625,273.93125,207.3375,3.17875,52.1219375,339.725,1209.4,3.9885,11.896875,3.085,23.75,3.375
164,FA1Sr1Br3,-0.047125677,4.162,0,0,0,0,1,0,1,0,0,0,0,0,1,0,2.53,319,354,1.1,45.1,8.6,849,6.5,29,2.57,91,8,1.26,1655,1042,2.54,87.62,-168,549.5,8.2,136.9,0.95,38,5,1.96,331.85,265.95,3.12,79.904,324.6,1139.9,5.286,14.725,2.96,35,4
165,K0.5Cs0.5Pb1I3,0.281289718,1.4668,0.5,0,0.5,0,0,0,0,0,0,0,1,0,0,1,1.625,988.5,319.17,1.365,86.00185,46.925,397.25,2.211,72.32,0.805,37,5,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,2.2,457.5,386.7,4.93,126.9045,295.3,1008.4,7.76,20.9,2.66,53,5
166,MA1Sr0.25Ba0.12Ge0.38Sn0.25Cl3,-0.170033845,2.7183,0,0,0,1,0,0,0.25,0.125,0.375,0.25,0,1,0,0,2.17,267,181,0.7,32.1,8.68,926,6.13,23.9,2.55,73,7,0.86875,2557.625,966.3425,4.90625,95.9775,26.75,663.175,16.77625,249.705,1.5925,41,4.75,1.81,239.18,172.17,3.214,35.4527,348.8,1251.1,3.21,10.2,3.16,17,3
167,K0.75Cs0.25Sr1Cl3,0.286812795,4.5319,0.75,0,0.25,0,0,0,1,0,0,0,0,1,0,0,1.5675,1010.75,327.985,1.1125,62.550075,47.6425,408.025,2.2705,74.61,0.8125,28,4.5,1.26,1655,1042,2.54,87.62,-168,549.5,8.2,136.9,0.95,38,5,1.81,239.18,172.17,3.214,35.4527,348.8,1251.1,3.21,10.2,3.16,17,3
168,Cs1Ca1Cl2.62I0.38,-0.179077128,4.4741,0,0,1,0,0,1,0,0,0,0,0,0.875,0,0.125,1.74,944,301.54,1.87,132.9054,45.49,375.7,2.092,67.74,0.79,55,6,1,1757,1112,1.55,40.078,-156,589.8,8.53,154.67,1,20,4,1.85875,266.47,198.98625,3.4285,46.884175,342.1125,1220.7625,3.77875,11.5375,3.0975,21.5,3.25
169,K1Sr0.12Ba0.38Ge0.12Sn0.12Pb0.25Br3,0.485943758,2.93,1,0,0,0,0,0,0.125,0.375,0.125,0.125,0.25,0,1,0,1.51,1033,336.8,0.86,39.0983,48.36,418.8,2.33,76.9,0.82,19,4,1.1425,2239.75,870.74,6.08,138.16625,17.125,619.9875,10.09625,192.24625,1.53125,56.5,5.5,1.96,331.85,265.95,3.12,79.904,324.6,1139.9,5.286,14.725,2.96,35,4
170,Cs1Ge1Cl1.5Br1.5,-0.484294394,1.6156,0,0,1,0,0,0,0,0,1,0,0,0.5,0.5,0,1.74,944,301.54,1.87,132.9054,45.49,375.7,2.092,67.74,0.79,55,6,0.53,3107,1211.5,5.32,72.61,120,762.1,31.8,334.3,2.01,32,4,1.885,285.515,219.06,3.167,57.67835,336.7,1195.5,4.248,12.4625,3.06,26,3.5
171,Cs1Ca1Cl3,-0.291110825,5.3672,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1.74,944,301.54,1.87,132.9054,45.49,375.7,2.092,67.74,0.79,55,6,1,1757,1112,1.55,40.078,-156,589.8,8.53,154.67,1,20,4,1.81,239.18,172.17,3.214,35.4527,348.8,1251.1,3.21,10.2,3.16,17,3
172,K1Sn1Cl1.88Br1.12,0.142850502,0.6683,1,0,0,0,0,0,0,0,0,1,0,0.625,0.375,0,1.51,1033,336.8,0.86,39.0983,48.36,418.8,2.33,76.9,0.82,19,4,0.71,2876,505.12,7.31,118.71,121,708.6,7.2,290.37,1.96,50,5,1.86625,273.93125,207.3375,3.17875,52.1219375,339.725,1209.4,3.9885,11.896875,3.085,23.75,3.375
173,K1Pb1Cl2.25Br0.75,0.256786428,1.9663,1,0,0,0,0,0,0,0,0,0,1,0.75,0.25,0,1.51,1033,336.8,0.86,39.0983,48.36,418.8,2.33,76.9,0.82,19,4,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,1.8475,262.3475,195.615,3.1905,46.565525,342.75,1223.3,3.729,11.33125,3.11,21.5,3.25
174,Rb1Ca1Cl3,-0.114235574,4.9486,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1.61,961,312.63,1.532,85.4678,46.89,403,2.34,69.2,0.82,37,5,1,1757,1112,1.55,40.078,-156,589.8,8.53,154.67,1,20,4,1.81,239.18,172.17,3.214,35.4527,348.8,1251.1,3.21,10.2,3.16,17,3
175,Rb1Sr1Cl1.5Br1.5,0.177850431,4.0898,0,1,0,0,0,0,1,0,0,0,0,0.5,0.5,0,1.61,961,312.63,1.532,85.4678,46.89,403,2.34,69.2,0.82,37,5,1.26,1655,1042,2.54,87.62,-168,549.5,8.2,136.9,0.95,38,5,1.885,285.515,219.06,3.167,57.67835,336.7,1195.5,4.248,12.4625,3.06,26,3.5
176,K0.5Rb0.25Cs0.25Sr1I3,0.285555143,3.2722,0.5,0.25,0.25,0,0,0,1,0,0,0,0,0,0,1,1.5925,992.75,321.9425,1.2805,74.14245,47.275,404.075,2.273,72.685,0.8125,32.5,4.75,1.26,1655,1042,2.54,87.62,-168,549.5,8.2,136.9,0.95,38,5,2.2,457.5,386.7,4.93,126.9045,295.3,1008.4,7.76,20.9,2.66,53,5
177,K0.62MA0.38Pb1Cl3,-0.012867424,2.6433,0.625,0,0,0.375,0,0,0,0,0,0,1,1,0,0,1.7575,745.75,278.375,0.8,36.4739375,33.48,609,3.755,57.025,1.46875,39.25,5.125,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,1.81,239.18,172.17,3.214,35.4527,348.8,1251.1,3.21,10.2,3.16,17,3
178,MA1Ba0.12Pb0.88Cl3,-0.116314109,2.7419,0,0,0,1,0,0,0,0.125,0,0,0.875,1,0,0,2.17,267,181,0.7,32.1,8.68,926,6.13,23.9,2.55,73,7,1.21875,2029.875,650.81875,10.38,198.46625,89.75,688.925,5.175,173.1875,2.15,78.75,6,1.81,239.18,172.17,3.214,35.4527,348.8,1251.1,3.21,10.2,3.16,17,3
179,Rb1Ca1Cl0.38Br2.62,-0.052796705,4.0706,0,1,0,0,0,1,0,0,0,0,0,0.125,0.875,0,1.61,961,312.63,1.532,85.4678,46.89,403,2.34,69.2,0.82,37,5,1,1757,1112,1.55,40.078,-156,589.8,8.53,154.67,1,20,4,1.94125,320.26625,254.2275,3.13175,74.3475875,327.625,1153.8,5.0265,14.159375,2.985,32.75,3.875
180,FA1Ba0.38Ge0.25Pb0.38Br3,0.105133455,2.8342,0,0,0,0,1,0,0,0.375,0.25,0,0.375,0,1,0,2.53,319,354,1.1,45.1,8.6,849,6.5,29,2.57,91,8,1.11125,2314.625,903.86875,6.9325,147.35125,51.75,647.425,12.7425,202.8625,1.71,59.75,5.5,1.96,331.85,265.95,3.12,79.904,324.6,1139.9,5.286,14.725,2.96,35,4
181,MA1Pb1Cl0.75Br2.25,-0.173492569,2.0946,0,0,0,1,0,0,0,0,0,0,1,0.25,0.75,0,2.17,267,181,0.7,32.1,8.68,926,6.13,23.9,2.55,73,7,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,1.9225,308.6825,242.505,3.1435,68.791175,330.65,1167.7,4.767,13.59375,3.01,30.5,3.75
182,K0.62Rb0.25Cs0.12Ge1Cl3,-0.225784944,0.9198,0.625,0.25,0.125,0,0,0,0,0,1,0,0,1,0,0,1.56375,1003.875,326.35,1.15425,62.4165625,47.63375,409.4625,2.30275,73.83,0.81625,28,4.5,0.53,3107,1211.5,5.32,72.61,120,762.1,31.8,334.3,2.01,32,4,1.81,239.18,172.17,3.214,35.4527,348.8,1251.1,3.21,10.2,3.16,17,3
183,FA1Ca0.12Sr0.38Ba0.12Sn0.12Pb0.25I3,0.140868052,2.8529,0,0,0,0,1,0.125,0.375,0.125,0,0.125,0.25,0,0,1,2.53,319,354,1.1,45.1,8.6,849,6.5,29,2.57,91,8,1.16125,1965.25,868.3025,5.34625,121.67225,-46.375,610.1,7.235,168.9675,1.42,50.5,5.25,2.2,457.5,386.7,4.93,126.9045,295.3,1008.4,7.76,20.9,2.66,53,5
184,FA1Ba0.5Sn0.38Pb0.12Cl3,0.02934133,3.6418,0,0,0,0,1,0,0,0.5,0,0.375,0.125,1,0,0,2.53,319,354,1.1,45.1,8.6,849,6.5,29,2.57,91,8,1.125,2370.375,765.50125,5.955,139.08125,33.125,606.6125,7.30125,201.22625,1.47125,57,5.625,1.81,239.18,172.17,3.214,35.4527,348.8,1251.1,3.21,10.2,3.16,17,3
185,MA1Ge0.12Pb0.88Br3,-0.163364114,2.077,0,0,0,1,0,0,0,0,0.125,0,0.875,0,1,0,2.17,267,181,0.7,32.1,8.68,926,6.13,23.9,2.55,73,7,1.1075,2158.5,677.00625,10.59625,190.37625,111.25,721.325,8.14875,197.45,2.29,75.75,5.75,1.96,331.85,265.95,3.12,79.904,324.6,1139.9,5.286,14.725,2.96,35,4
186,Rb1Ge1Cl1.88Br1.12,-0.239891456,0.7452,0,1,0,0,0,0,0,0,1,0,0,0.625,0.375,0,1.61,961,312.63,1.532,85.4678,46.89,403,2.34,69.2,0.82,37,5,0.53,3107,1211.5,5.32,72.61,120,762.1,31.8,334.3,2.01,32,4,1.86625,273.93125,207.3375,3.17875,52.1219375,339.725,1209.4,3.9885,11.896875,3.085,23.75,3.375
187,Cs1Ba1Cl1.88Br1.12,0.310005584,4.1875,0,0,1,0,0,0,0,1,0,0,0,0.625,0.375,0,1.74,944,301.54,1.87,132.9054,45.49,375.7,2.092,67.74,0.79,55,6,1.42,2078,1002,3.59,137.33,-52,502.9,8.01,140.2,0.89,56,6,1.86625,273.93125,207.3375,3.17875,52.1219375,339.725,1209.4,3.9885,11.896875,3.085,23.75,3.375
188,K1Sr1Br1.5I1.5,0.470978006,3.2858,1,0,0,0,0,0,1,0,0,0,0,0,0.5,0.5,1.51,1033,336.8,0.86,39.0983,48.36,418.8,2.33,76.9,0.82,19,4,1.26,1655,1042,2.54,87.62,-168,549.5,8.2,136.9,0.95,38,5,2.08,394.675,326.325,4.025,103.40425,309.95,1074.15,6.523,17.8125,2.81,44,4.5
189,K0.38Rb0.25MA0.38Sr1Br3,0.093913178,4.0727,0.375,0.25,0,0.375,0,0,1,0,0,0,0,0,1,0,1.7825,727.75,272.3325,0.968,48.0663125,33.1125,605.05,3.7575,55.1,1.46875,43.75,5.375,1.26,1655,1042,2.54,87.62,-168,549.5,8.2,136.9,0.95,38,5,1.96,331.85,265.95,3.12,79.904,324.6,1139.9,5.286,14.725,2.96,35,4
190,K1Ba0.5Pb0.5Br3,0.550667231,3.3837,1,0,0,0,0,0,0,0.5,0,0,0.5,0,1,0,1.51,1033,336.8,0.86,39.0983,48.36,418.8,2.33,76.9,0.82,19,4,1.305,2050.5,801.325,7.47,172.265,29,609.2,6.39,159.05,1.61,69,6,1.96,331.85,265.95,3.12,79.904,324.6,1139.9,5.286,14.725,2.96,35,4
191,K0.5Rb0.12FA0.38Ba1I3,0.055406511,3.7112,0.5,0.125,0,0,0.375,0,0,1,0,0,0,0,0,1,1.905,756.25,340.22875,1.034,47.145125,33.26625,578.15,3.895,57.975,1.47625,48.25,5.625,1.42,2078,1002,3.59,137.33,-52,502.9,8.01,140.2,0.89,56,6,2.2,457.5,386.7,4.93,126.9045,295.3,1008.4,7.76,20.9,2.66,53,5
192,FA1Sr0.88Sn0.12Br3,0.136721305,3.5633,0,0,0,0,1,0,0.875,0,0,0.125,0,0,1,0,2.53,319,354,1.1,45.1,8.6,849,6.5,29,2.57,91,8,1.19125,1807.625,974.89,3.13625,91.50625,-131.875,569.3875,8.075,156.08375,1.07625,39.5,5,1.96,331.85,265.95,3.12,79.904,324.6,1139.9,5.286,14.725,2.96,35,4
193,Rb1Ca0.25Ge0.25Sn0.38Pb0.12Br3,-0.04952791,1.5395,0,1,0,0,0,0.25,0,0,0.25,0.375,0.125,0,1,0,1.61,961,312.63,1.532,85.4678,46.89,403,2.34,69.2,0.82,37,5,0.7975,2547.375,845.37625,5.8775,98.58825,50.125,693.1375,13.37875,253.36875,1.77875,42,4.625,1.96,331.85,265.95,3.12,79.904,324.6,1139.9,5.286,14.725,2.96,35,4
194,K0.25Rb0.38Cs0.38Ca1Cl3,-0.154133764,4.9951,0.25,0.375,0.375,0,0,1,0,0,0,0,0,1,0,0,1.63375,972.625,314.51375,1.49075,91.664525,46.7325,396.7125,2.2445,70.5775,0.80875,39.25,5.125,1,1757,1112,1.55,40.078,-156,589.8,8.53,154.67,1,20,4,1.81,239.18,172.17,3.214,35.4527,348.8,1251.1,3.21,10.2,3.16,17,3
195,MA1Pb1Br2.25I0.75,-0.110881444,1.9825,0,0,0,1,0,0,0,0,0,0,1,0,0.75,0.25,2.17,267,181,0.7,32.1,8.68,926,6.13,23.9,2.55,73,7,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,2.02,363.2625,296.1375,3.5725,91.654125,317.275,1107.025,5.9045,16.26875,2.885,39.5,4.25
196,Cs1Sr0.25Ba0.62Sn0.12Br3,0.146692447,3.3495,0,0,1,0,0,0,0.25,0.625,0,0.125,0,0,1,0,1.74,944,301.54,1.87,132.9054,45.49,375.7,2.092,67.74,0.79,55,6,1.29125,2072,949.89,3.7925,122.575,-59.375,540.2625,7.95625,158.14625,1.03875,50.75,5.625,1.96,331.85,265.95,3.12,79.904,324.6,1139.9,5.286,14.725,2.96,35,4
197,MA1Ca0.12Sn0.5Pb0.38Cl3,-0.231143449,2.0085,0,0,0,1,0,0.125,0,0,0,0.5,0.375,1,0,0,2.17,267,181,0.7,32.1,8.68,926,6.13,23.9,2.55,73,7,0.92625,2416.25,616.80375,8.105,142.06475,82.25,696.3375,6.455,231.23125,1.97875,58.25,5.25,1.81,239.18,172.17,3.214,35.4527,348.8,1251.1,3.21,10.2,3.16,17,3
198,FA1Ca0.12Pb0.88I3,0.148485947,1.9964,0,0,0,0,1,0.125,0,0,0,0,0.875,0,0,1,2.53,319,354,1.1,45.1,8.6,849,6.5,29,2.57,91,8,1.16625,1989.75,664.56875,10.125,186.30975,76.75,699.7875,5.24,174.99625,2.16375,74.25,5.75,2.2,457.5,386.7,4.93,126.9045,295.3,1008.4,7.76,20.9,2.66,53,5
199,MA1Sr1I3,-0.020200143,3.7634,0,0,0,1,0,0,1,0,0,0,0,0,0,1,2.17,267,181,0.7,32.1,8.68,926,6.13,23.9,2.55,73,7,1.26,1655,1042,2.54,87.62,-168,549.5,8.2,136.9,0.95,38,5,2.2,457.5,386.7,4.93,126.9045,295.3,1008.4,7.76,20.9,2.66,53,5
200,K0.38Cs0.25MA0.38Sn1I3,-0.111416221,1.0875,0.375,0,0.25,0.375,0,0,0,0,0,1,0,0,0,1,1.815,723.5,269.56,1.0525,59.9257125,32.7625,598.225,3.6955,54.735,1.46125,48.25,5.625,0.71,2876,505.12,7.31,118.71,121,708.6,7.2,290.37,1.96,50,5,2.2,457.5,386.7,4.93,126.9045,295.3,1008.4,7.76,20.9,2.66,53,5
